Injected_Bus,Injected_Phase,Penetration_Scenario,Affected_Bus,Affected_Phase,Active_Sensitivity,Reactive_Sensitivity,V0,V_PF,V_TJSM,Error_Percent_V_TJSM
1,0,0.5,16,2,-0.0212,-0.0331,0.9972,0.9972,0.9972,-7.9089e-06
1,0,0.5,17,0,3.0419,9.7667,1.034,1.0361,1.0361,0.0024930509
1,0,0.5,17,1,0.0347,-0.0055,1.0196,1.0196,1.0196,1.12801e-05
1,0,0.5,17,2,-0.0213,-0.033,0.9975,0.9975,0.9975,-7.966e-06
1,0,0.5,18,0,3.044,9.7663,1.0341,1.0362,1.0362,0.0024933143
1,0,0.5,18,1,0.0347,-0.0055,1.0187,1.0187,1.0187,1.13218e-05
1,0,0.5,18,2,-0.0213,-0.033,0.9978,0.9978,0.9978,-7.9684e-06
1,0,0.5,19,0,3.0263,9.7696,1.0327,1.0348,1.0348,0.0024913884
1,0,0.5,19,1,0.0344,-0.0054,1.0288,1.0288,1.0288,1.09046e-05
1,0,0.5,19,2,-0.0213,-0.0331,0.9975,0.9974,0.9974,-7.9062e-06
1,0,0.5,20,0,3.0113,9.8584,1.0206,1.0227,1.0227,0.0025319467
1,0,0.5,20,1,0.055,-0.0008,1.0426,1.0426,1.0426,1.64929e-05
1,0,0.5,20,2,-0.026,-0.0539,0.9938,0.9938,0.9938,-1.04424e-05
1,0,0.5,21,0,3.0169,9.8768,1.0189,1.021,1.021,0.0025420251
1,0,0.5,21,1,0.0591,-0.0045,1.0421,1.0422,1.0422,1.76644e-05
1,0,0.5,21,2,-0.0311,-0.0565,0.9933,0.9933,0.9933,-1.21368e-05
1,0,0.5,22,0,3.0175,9.8787,1.0186,1.0207,1.0207,0.002543174
1,0,0.5,22,1,0.0594,-0.0049,1.0426,1.0426,1.0426,1.77274e-05
1,0,0.5,22,2,-0.0315,-0.0566,0.9938,0.9938,0.9938,-1.22635e-05
1,0,0.5,23,0,3.0161,9.9298,1.0154,1.0175,1.0175,0.0025662383
1,0,0.5,23,1,0.072,-0.0154,1.0432,1.0432,1.0432,2.07954e-05
1,0,0.5,23,2,-0.0475,-0.0668,0.9876,0.9876,0.9876,-1.77712e-05
1,0,0.5,24,0,3.0261,9.9583,1.0134,1.0155,1.0156,0.0025818561
1,0,0.5,24,1,0.0788,-0.0214,1.0412,1.0413,1.0413,2.26531e-05
1,0,0.5,24,2,-0.0559,-0.0716,0.9863,0.9863,0.9863,-2.06392e-05
1,0,0.5,25,0,3.0243,10.0071,1.0092,1.0113,1.0113,0.0026048257
1,0,0.5,25,1,0.0892,-0.0307,1.0443,1.0443,1.0443,2.52984e-05
1,0,0.5,25,2,-0.0695,-0.0796,0.9822,0.9822,0.9822,-2.53195e-05
1,0,0.5,26,0,3.0323,10.0541,1.0051,1.0072,1.0072,0.0026294088
1,0,0.5,26,1,0.0997,-0.0402,1.0451,1.0451,1.0451,2.80722e-05
1,0,0.5,26,2,-0.0829,-0.0874,0.9807,0.9806,0.9806,-2.98932e-05
1,0,0.5,27,0,3.0379,10.1181,1.0,1.0021,1.0021,0.0026616054
1,0,0.5,27,1,0.1138,-0.0527,1.0463,1.0464,1.0464,3.18373e-05
1,0,0.5,27,2,-0.1009,-0.0982,0.9762,0.9762,0.9762,-3.61777e-05
1,0,0.5,28,0,3.0335,10.1188,1.0006,1.0027,1.0027,0.0026605965
1,0,0.5,28,1,0.114,-0.0525,1.0455,1.0456,1.0456,3.19809e-05
1,0,0.5,28,2,-0.1013,-0.0986,0.9726,0.9725,0.9725,-3.64546e-05
1,0,0.5,29,0,3.0417,10.1173,1.0009,1.003,1.003,0.0026617019
1,0,0.5,29,1,0.1143,-0.0527,1.0423,1.0423,1.0423,3.22014e-05
1,0,0.5,29,2,-0.1012,-0.0983,0.9741,0.974,0.974,-3.63741e-05
1,0,0.5,30,0,3.0503,10.1902,0.9935,0.9956,0.9957,0.0027001328
1,0,0.5,30,1,0.1297,-0.0672,1.0481,1.0482,1.0482,3.59873e-05
1,0,0.5,30,2,-0.1212,-0.1104,0.9743,0.9742,0.9742,-4.31883e-05
1,0,0.5,31,0,3.0511,10.212,0.9918,0.9939,0.9939,0.0027111088
1,0,0.5,31,1,0.1344,-0.0715,1.0489,1.049,1.049,3.72422e-05
1,0,0.5,31,2,-0.1273,-0.1141,0.9726,0.9725,0.9725,-4.5356e-05
1,0,0.5,32,0,3.0437,10.2132,0.9921,0.9942,0.9943,0.0027097422
1,0,0.5,32,1,0.1345,-0.0711,1.0494,1.0495,1.0495,3.73298e-05
1,0,0.5,32,2,-0.1277,-0.1145,0.9694,0.9693,0.9693,-4.56249e-05
1,0,0.5,33,0,3.0438,10.2132,0.9921,0.9942,0.9942,0.0027097773
1,0,0.5,33,1,0.1345,-0.0712,1.0494,1.0495,1.0495,3.73335e-05
1,0,0.5,33,2,-0.1277,-0.1144,0.9698,0.9697,0.9697,-4.55862e-05
1,0,0.5,34,0,2.9977,9.7434,1.0322,1.0343,1.0343,0.0024743477
1,0,0.5,34,1,0.0265,0.0013,1.0403,1.0403,1.0403,8.1338e-06
1,0,0.5,34,2,-0.0117,-0.0285,1.0006,1.0006,1.0006,-4.7984e-06
1,0,0.5,35,0,3.0154,9.8719,1.0193,1.0214,1.0214,0.0025393589
1,0,0.5,35,1,0.0583,-0.0037,1.0425,1.0425,1.0425,1.74186e-05
1,0,0.5,35,2,-0.03,-0.056,0.9937,0.9937,0.9937,-1.17685e-05
1,0,0.5,36,0,2.9605,9.76,0.9928,0.9949,0.9949,0.0025812543
1,0,0.5,36,1,0.0771,-0.0209,1.0223,1.0223,1.0223,2.25269e-05
1,0,0.5,36,2,-0.0548,-0.0703,0.9662,0.9662,0.9662,-2.06379e-05
1,0,1.0,1,0,2.9817,9.6527,1.0396,1.0436,1.0437,0.00966329
1,0,1.0,1,1,0.0026,0.0016,1.0475,1.0475,1.0475,3.3364e-06
1,0,1.0,1,2,-0.0011,-0.0071,1.0111,1.0111,1.0111,-2.1957e-06
1,0,1.0,2,0,2.9933,9.7408,1.0319,1.036,1.0361,0.0098331809
1,0,1.0,2,1,0.0259,0.0018,1.0436,1.0436,1.0436,3.12302e-05
1,0,1.0,2,2,-0.0109,-0.0281,1.002,1.002,1.002,-1.75176e-05
1,0,1.0,3,0,3.0071,9.8406,1.0222,1.0263,1.0264,0.0100316053
1,0,1.0,3,1,0.0521,0.0022,1.0428,1.0428,1.0428,6.25242e-05
1,0,1.0,3,2,-0.022,-0.0521,0.9948,0.9947,0.9947,-3.52929e-05
1,0,1.0,4,0,3.0127,9.7722,1.0307,1.0348,1.0349,0.0099052718
1,0,1.0,4,1,0.0341,-0.0055,1.0368,1.0368,1.0368,4.10401e-05
1,0,1.0,4,2,-0.0211,-0.033,0.9993,0.9993,0.9993,-3.06799e-05
1,0,1.0,5,0,2.994,9.7426,1.0321,1.0362,1.0363,0.0098361735
1,0,1.0,5,1,0.0263,0.0015,1.0419,1.0419,1.0419,3.17538e-05
1,0,1.0,5,2,-0.0113,-0.0284,1.0003,1.0003,1.0003,-1.81295e-05
1,0,1.0,6,0,3.0249,9.7699,1.0326,1.0368,1.0369,0.0099076268
1,0,1.0,6,1,0.0343,-0.0054,1.0295,1.0295,1.0295,4.2212e-05
1,0,1.0,6,2,-0.0212,-0.0331,0.9974,0.9973,0.9973,-3.08746e-05
1,0,1.0,7,0,3.0402,9.7671,1.0338,1.038,1.0381,0.009914004
1,0,1.0,7,1,0.0346,-0.0055,1.0206,1.0206,1.0206,4.33127e-05
1,0,1.0,7,2,-0.0213,-0.033,0.9975,0.9975,0.9975,-3.10378e-05
1,0,1.0,8,0,3.0259,10.0068,1.0091,1.0133,1.0134,0.0103577576
1,0,1.0,8,1,0.0892,-0.0308,1.0442,1.0443,1.0443,0.0001016941
1,0,1.0,8,2,-0.0694,-0.0796,0.983,0.9829,0.9829,-9.98729e-05
1,0,1.0,9,0,3.021,9.9592,1.0131,1.0172,1.0173,0.0102635162
1,0,1.0,9,1,0.0787,-0.0213,1.0431,1.0433,1.0433,9.05503e-05
1,0,1.0,9,2,-0.0559,-0.0717,0.9859,0.9859,0.9859,-8.13689e-05
1,0,1.0,10,0,3.0354,10.1185,1.0005,1.0046,1.0047,0.0105782741
1,0,1.0,10,1,0.114,-0.0526,1.0454,1.0456,1.0456,0.0001282531
1,0,1.0,10,2,-0.1012,-0.0984,0.9737,0.9735,0.9735,-0.0001443909
1,0,1.0,11,0,3.0457,10.2129,0.992,0.9962,0.9963,0.0107728621
1,0,1.0,11,1,0.1345,-0.0712,1.0493,1.0495,1.0495,0.0001495152
1,0,1.0,11,2,-0.1276,-0.1144,0.9705,0.9703,0.9703,-0.000181151
1,0,1.0,12,0,2.9917,9.743,1.0323,1.0364,1.0365,0.0098344404
1,0,1.0,12,1,0.0263,0.0015,1.0421,1.0421,1.0421,3.17348e-05
1,0,1.0,12,2,-0.0114,-0.0284,0.9991,0.999,0.999,-1.81759e-05
1,0,1.0,13,0,2.9993,9.754,1.0315,1.0356,1.0357,0.0098612968
1,0,1.0,13,1,0.0292,-0.0012,1.0409,1.041,1.041,3.5214e-05
1,0,1.0,13,2,-0.0151,-0.0302,1.0002,1.0002,1.0002,-2.29406e-05
1,0,1.0,14,0,3.0143,9.7767,1.0302,1.0343,1.0344,0.0099153748
1,0,1.0,14,1,0.0348,-0.0063,1.0367,1.0368,1.0368,4.18606e-05
1,0,1.0,14,2,-0.0221,-0.0335,0.9994,0.9993,0.9993,-3.20006e-05
1,0,1.0,15,0,3.022,9.8016,1.0276,1.0317,1.0318,0.0099698217
1,0,1.0,15,1,0.0387,-0.0107,1.0371,1.0372,1.0372,4.61962e-05
1,0,1.0,15,2,-0.0278,-0.0356,0.9997,0.9996,0.9996,-3.91295e-05
1,0,1.0,16,0,3.0223,9.7704,1.0324,1.0366,1.0367,0.0099065526
1,0,1.0,16,1,0.0343,-0.0054,1.0305,1.0305,1.0305,4.20511e-05
1,0,1.0,16,2,-0.0212,-0.0331,0.9972,0.9972,0.9972,-3.08815e-05
1,0,1.0,17,0,3.0419,9.7667,1.034,1.0381,1.0382,0.0099146905
1,0,1.0,17,1,0.0347,-0.0055,1.0196,1.0196,1.0196,4.34394e-05
1,0,1.0,17,2,-0.0213,-0.033,0.9975,0.9975,0.9975,-3.10527e-05
1,0,1.0,18,0,3.044,9.7663,1.0341,1.0382,1.0383,0.0099157219
1,0,1.0,18,1,0.0347,-0.0055,1.0187,1.0187,1.0187,4.35616e-05
1,0,1.0,18,2,-0.0213,-0.033,0.9978,0.9977,0.9977,-3.10559e-05
1,0,1.0,19,0,3.0263,9.7696,1.0327,1.0369,1.037,0.0099082695
1,0,1.0,19,1,0.0344,-0.0054,1.0288,1.0288,1.0288,4.23025e-05
1,0,1.0,19,2,-0.0213,-0.0331,0.9975,0.9974,0.9974,-3.08804e-05
1,0,1.0,20,0,3.0113,9.8584,1.0206,1.0247,1.0248,0.0100690378
1,0,1.0,20,1,0.055,-0.0008,1.0426,1.0427,1.0427,6.57385e-05
1,0,1.0,20,2,-0.026,-0.0539,0.9938,0.9938,0.9938,-4.04287e-05
1,0,1.0,21,0,3.0169,9.8768,1.0189,1.0231,1.0232,0.0101088509
1,0,1.0,21,1,0.0591,-0.0045,1.0421,1.0422,1.0422,7.03195e-05
1,0,1.0,21,2,-0.0311,-0.0565,0.9933,0.9933,0.9933,-4.71131e-05
1,0,1.0,22,0,3.0175,9.8787,1.0186,1.0227,1.0228,0.0101134346
1,0,1.0,22,1,0.0594,-0.0049,1.0426,1.0426,1.0426,7.05831e-05
1,0,1.0,22,2,-0.0315,-0.0566,0.9938,0.9938,0.9938,-4.76167e-05
1,0,1.0,23,0,3.0161,9.9298,1.0154,1.0195,1.0196,0.010204179
1,0,1.0,23,1,0.072,-0.0154,1.0432,1.0433,1.0433,8.35279e-05
1,0,1.0,23,2,-0.0475,-0.0668,0.9876,0.9876,0.9876,-6.98284e-05
1,0,1.0,24,0,3.0261,9.9583,1.0134,1.0176,1.0177,0.0102657562
1,0,1.0,24,1,0.0788,-0.0214,1.0412,1.0413,1.0413,9.09936e-05
1,0,1.0,24,2,-0.0559,-0.0716,0.9863,0.9862,0.9862,-8.1339e-05
1,0,1.0,25,0,3.0243,10.0071,1.0092,1.0133,1.0135,0.0103565611
1,0,1.0,25,1,0.0892,-0.0307,1.0443,1.0444,1.0444,0.0001017058
1,0,1.0,25,2,-0.0695,-0.0796,0.9822,0.9821,0.9821,-0.0001000419
1,0,1.0,26,0,3.0323,10.0541,1.0051,1.0093,1.0094,0.010453797
1,0,1.0,26,1,0.0997,-0.0402,1.0451,1.0452,1.0452,0.0001128121
1,0,1.0,26,2,-0.0829,-0.0874,0.9807,0.9806,0.9806,-0.0001183544
1,0,1.0,27,0,3.0379,10.1181,1.0,1.0041,1.0042,0.0105810476
1,0,1.0,27,1,0.1138,-0.0527,1.0463,1.0465,1.0465,0.0001278092
1,0,1.0,27,2,-0.1009,-0.0982,0.9762,0.9761,0.9761,-0.0001435881
1,0,1.0,28,0,3.0335,10.1188,1.0006,1.0047,1.0048,0.010576764
1,0,1.0,28,1,0.114,-0.0525,1.0455,1.0457,1.0457,0.0001282866
1,0,1.0,28,2,-0.1013,-0.0986,0.9726,0.9725,0.9725,-0.0001447001
1,0,1.0,29,0,3.0417,10.1173,1.0009,1.005,1.0051,0.0105810901
1,0,1.0,29,1,0.1143,-0.0527,1.0423,1.0424,1.0424,0.0001291182
1,0,1.0,29,2,-0.1012,-0.0983,0.9741,0.974,0.974,-0.0001443698
1,0,1.0,30,0,3.0503,10.1902,0.9935,0.9977,0.9978,0.0107335889
1,0,1.0,30,1,0.1297,-0.0672,1.0481,1.0483,1.0483,0.0001443949
1,0,1.0,30,2,-0.1212,-0.1104,0.9743,0.9741,0.9741,-0.0001716981
1,0,1.0,31,0,3.0511,10.212,0.9918,0.9959,0.996,0.0107769752
1,0,1.0,31,1,0.1344,-0.0715,1.0489,1.0491,1.0491,0.0001493469
1,0,1.0,31,2,-0.1273,-0.1141,0.9726,0.9724,0.9724,-0.0001804196
1,0,1.0,32,0,3.0437,10.2132,0.9921,0.9963,0.9964,0.010771334
1,0,1.0,32,1,0.1345,-0.0711,1.0494,1.0496,1.0496,0.0001495642
1,0,1.0,32,2,-0.1277,-0.1145,0.9694,0.9693,0.9693,-0.0001815413
1,0,1.0,33,0,3.0438,10.2132,0.9921,0.9962,0.9964,0.0107714984
1,0,1.0,33,1,0.1345,-0.0712,1.0494,1.0496,1.0496,0.0001495709
1,0,1.0,33,2,-0.1277,-0.1144,0.9698,0.9696,0.9696,-0.0001813964
1,0,1.0,34,0,2.9977,9.7434,1.0322,1.0363,1.0364,0.0098408741
1,0,1.0,34,1,0.0265,0.0013,1.0403,1.0404,1.0404,3.21972e-05
1,0,1.0,34,2,-0.0117,-0.0285,1.0006,1.0005,1.0005,-1.85555e-05
1,0,1.0,35,0,3.0154,9.8719,1.0193,1.0234,1.0235,0.0100983281
1,0,1.0,35,1,0.0583,-0.0037,1.0425,1.0425,1.0425,6.93767e-05
1,0,1.0,35,2,-0.03,-0.056,0.9937,0.9937,0.9937,-4.56635e-05
1,0,1.0,36,0,2.9605,9.76,0.9928,0.9969,0.997,0.0102634743
1,0,1.0,36,1,0.0771,-0.0209,1.0223,1.0224,1.0224,9.05698e-05
1,0,1.0,36,2,-0.0548,-0.0703,0.9662,0.9661,0.9661,-8.13365e-05
1,0,2.0,1,0,2.9817,9.6527,1.0396,1.0475,1.0479,0.0380864611
1,0,2.0,1,1,0.0026,0.0016,1.0475,1.0475,1.0475,1.29286e-05
1,0,2.0,1,2,-0.0011,-0.0071,1.0111,1.0111,1.0111,-8.8806e-06
1,0,2.0,2,0,2.9933,9.7408,1.0319,1.0398,1.0403,0.0387520722
1,0,2.0,2,1,0.0259,0.0018,1.0436,1.0436,1.0436,0.0001219221
1,0,2.0,2,2,-0.0109,-0.0281,1.002,1.002,1.002,-6.7551e-05
1,0,2.0,3,0,3.0071,9.8406,1.0222,1.0302,1.0306,0.0395291343
1,0,2.0,3,1,0.0521,0.0022,1.0428,1.0429,1.0429,0.0002444398
1,0,2.0,3,2,-0.022,-0.0521,0.9948,0.9947,0.9947,-0.0001359477
1,0,2.0,4,0,3.0127,9.7722,1.0307,1.0387,1.0391,0.0390335482
1,0,2.0,4,1,0.0341,-0.0055,1.0368,1.0369,1.0369,0.000159125
1,0,2.0,4,2,-0.0211,-0.033,0.9993,0.9992,0.9992,-0.0001186828
1,0,2.0,5,0,2.994,9.7426,1.0321,1.0401,1.0405,0.0387636117
1,0,2.0,5,1,0.0263,0.0015,1.0419,1.042,1.042,0.0001238088
1,0,2.0,5,2,-0.0113,-0.0284,1.0003,1.0003,1.0003,-6.98967e-05
1,0,2.0,6,0,3.0249,9.7699,1.0326,1.0407,1.0411,0.0390423809
1,0,2.0,6,1,0.0343,-0.0054,1.0295,1.0296,1.0296,0.0001627484
1,0,2.0,6,2,-0.0212,-0.0331,0.9974,0.9973,0.9973,-0.0001195809
1,0,2.0,7,0,3.0402,9.7671,1.0338,1.0419,1.0423,0.0390663871
1,0,2.0,7,1,0.0346,-0.0055,1.0206,1.0207,1.0207,0.000166377
1,0,2.0,7,2,-0.0213,-0.033,0.9975,0.9974,0.9974,-0.0001200923
1,0,2.0,8,0,3.0259,10.0068,1.0091,1.0172,1.0176,0.0408049638
1,0,2.0,8,1,0.0892,-0.0308,1.0442,1.0444,1.0444,0.0003987925
1,0,2.0,8,2,-0.0694,-0.0796,0.983,0.9829,0.9828,-0.0003889003
1,0,2.0,9,0,3.021,9.9592,1.0131,1.0211,1.0215,0.0404360707
1,0,2.0,9,1,0.0787,-0.0213,1.0431,1.0434,1.0434,0.0003551666
1,0,2.0,9,2,-0.0559,-0.0717,0.9859,0.9858,0.9858,-0.0003164132
1,0,2.0,10,0,3.0354,10.1185,1.0005,1.0085,1.009,0.0416679162
1,0,2.0,10,1,0.114,-0.0526,1.0454,1.0457,1.0457,0.0005023278
1,0,2.0,10,2,-0.1012,-0.0984,0.9737,0.9734,0.9734,-0.0005634716
1,0,2.0,11,0,3.0457,10.2129,0.992,1.0001,1.0005,0.0424300242
1,0,2.0,11,1,0.1345,-0.0712,1.0493,1.0497,1.0497,0.0005851979
1,0,2.0,11,2,-0.1276,-0.1144,0.9705,0.9701,0.9701,-0.00070775
1,0,2.0,12,0,2.9917,9.743,1.0323,1.0402,1.0407,0.0387569449
1,0,2.0,12,1,0.0263,0.0015,1.0421,1.0421,1.0421,0.0001237658
1,0,2.0,12,2,-0.0114,-0.0284,0.9991,0.999,0.999,-7.00741e-05
1,0,2.0,13,0,2.9993,9.754,1.0315,1.0395,1.0399,0.0388619161
1,0,2.0,13,1,0.0292,-0.0012,1.0409,1.041,1.041,0.0001370505
1,0,2.0,13,2,-0.0151,-0.0302,1.0002,1.0002,1.0002,-8.8594e-05
1,0,2.0,14,0,3.0143,9.7767,1.0302,1.0382,1.0386,0.0390730509
1,0,2.0,14,1,0.0348,-0.0063,1.0367,1.0368,1.0368,0.0001622771
1,0,2.0,14,2,-0.0221,-0.0335,0.9994,0.9993,0.9993,-0.0001238044
1,0,2.0,15,0,3.022,9.8016,1.0276,1.0356,1.036,0.0392860275
1,0,2.0,15,1,0.0387,-0.0107,1.0371,1.0372,1.0372,0.0001789809
1,0,2.0,15,2,-0.0278,-0.0356,0.9997,0.9996,0.9996,-0.0001514613
1,0,2.0,16,0,3.0223,9.7704,1.0324,1.0405,1.0409,0.0390382842
1,0,2.0,16,1,0.0343,-0.0054,1.0305,1.0306,1.0306,0.000162269
1,0,2.0,16,2,-0.0212,-0.0331,0.9972,0.9971,0.9971,-0.0001195798
1,0,2.0,17,0,3.0419,9.7667,1.034,1.0421,1.0425,0.0390689727
1,0,2.0,17,1,0.0347,-0.0055,1.0196,1.0197,1.0197,0.0001667884
1,0,2.0,17,2,-0.0213,-0.033,0.9975,0.9974,0.9974,-0.0001201415
1,0,2.0,18,0,3.044,9.7663,1.0341,1.0422,1.0426,0.0390728909
1,0,2.0,18,1,0.0347,-0.0055,1.0187,1.0188,1.0188,0.0001671822
1,0,2.0,18,2,-0.0213,-0.033,0.9978,0.9977,0.9977,-0.0001201428
1,0,2.0,19,0,3.0263,9.7696,1.0327,1.0408,1.0412,0.039044797
1,0,2.0,19,1,0.0344,-0.0054,1.0288,1.0289,1.0289,0.000163037
1,0,2.0,19,2,-0.0213,-0.0331,0.9975,0.9974,0.9974,-0.000119595
1,0,2.0,20,0,3.0113,9.8584,1.0206,1.0286,1.029,0.0396755974
1,0,2.0,20,1,0.055,-0.0008,1.0426,1.0427,1.0427,0.0002568239
1,0,2.0,20,2,-0.026,-0.0539,0.9938,0.9938,0.9938,-0.0001559127
1,0,2.0,21,0,3.0169,9.8768,1.0189,1.027,1.0274,0.0398312373
1,0,2.0,21,1,0.0591,-0.0045,1.0421,1.0423,1.0423,0.0002745396
1,0,2.0,21,2,-0.0311,-0.0565,0.9933,0.9932,0.9932,-0.0001819089
1,0,2.0,22,0,3.0175,9.8787,1.0186,1.0267,1.0271,0.0398492241
1,0,2.0,22,1,0.0594,-0.0049,1.0426,1.0427,1.0427,0.0002755922
1,0,2.0,22,2,-0.0315,-0.0566,0.9938,0.9937,0.9937,-0.0001838748
1,0,2.0,23,0,3.0161,9.9298,1.0154,1.0234,1.0239,0.0402040636
1,0,2.0,23,1,0.072,-0.0154,1.0432,1.0434,1.0434,0.0003274607
1,0,2.0,23,2,-0.0475,-0.0668,0.9876,0.9875,0.9875,-0.0002712033
1,0,2.0,24,0,3.0261,9.9583,1.0134,1.0215,1.0219,0.0404444908
1,0,2.0,24,1,0.0788,-0.0214,1.0412,1.0414,1.0414,0.0003567094
1,0,2.0,24,2,-0.0559,-0.0716,0.9863,0.9861,0.9861,-0.0003163527
1,0,2.0,25,0,3.0243,10.0071,1.0092,1.0173,1.0177,0.0408003125
1,0,2.0,25,1,0.0892,-0.0307,1.0443,1.0445,1.0445,0.0003988256
1,0,2.0,25,2,-0.0695,-0.0796,0.9822,0.982,0.982,-0.0003895619
1,0,2.0,26,0,3.0323,10.0541,1.0051,1.0132,1.0136,0.0411808591
1,0,2.0,26,1,0.0997,-0.0402,1.0451,1.0453,1.0453,0.0004422524
1,0,2.0,26,2,-0.0829,-0.0874,0.9807,0.9805,0.9805,-0.0004613115
1,0,2.0,27,0,3.0379,10.1181,1.0,1.0081,1.0085,0.0416789928
1,0,2.0,27,1,0.1138,-0.0527,1.0463,1.0466,1.0466,0.0005007389
1,0,2.0,27,2,-0.1009,-0.0982,0.9762,0.976,0.9759,-0.0005603214
1,0,2.0,28,0,3.0335,10.1188,1.0006,1.0086,1.0091,0.0416620016
1,0,2.0,28,1,0.114,-0.0525,1.0455,1.0459,1.0459,0.000502423
1,0,2.0,28,2,-0.1013,-0.0986,0.9726,0.9723,0.9723,-0.0005646867
1,0,2.0,29,0,3.0417,10.1173,1.0009,1.0089,1.0094,0.0416784103
1,0,2.0,29,1,0.1143,-0.0527,1.0423,1.0426,1.0426,0.0005055798
1,0,2.0,29,2,-0.1012,-0.0983,0.9741,0.9738,0.9738,-0.0005633766
1,0,2.0,30,0,3.0503,10.1902,0.9935,1.0016,1.0021,0.0422761677
1,0,2.0,30,1,0.1297,-0.0672,1.0481,1.0485,1.0485,0.0005655205
